8042809	Weil im Schönbuch Untere Halde	48.620441	9.062798
5101477	Dobino Waleckie	53.226451	16.524996
5507260	Szentlörinc	46.035431	17.985689
8006270	Prösen	51.435053	13.488394
5545898	Lentiszombathely	46.607882	16.575119
8066075	Raumünzbach	48.644658	8.351464
8011128	Niederhöchstadt	50.154198	8.54724
8575087	St. Antönien, Meierhof	46.970264	9.818386
5513169	Halmaj	48.247155	20.994091
5311059	Prunisor	44.606667	22.918115
8603013	Oerholm	55.799595	12.50875
5105904	Sroda Slaska	51.18767	16.606159
9400419	Monte de Paramos	40.981003	-8.622489
8591867	Gossau SG, Ulmenstrasse	47.41923	9.267509
8502292	Zugerberg	47.144089	8.53283
5101662	Zielonka Pomorska	53.577444	18.10947
7000080	Melrose	55.597239	-2.719434
7401701	Härnösand	62.635981	17.951665
8590740	Opfikon, Aublick	47.424678	8.577524
5106879	Raciborz Markowice	50.11328	18.270224
8578739	Lenzburg, Dufourstrasse	47.388784	8.158888
5454996	Svetice	49.970953	14.657828
8740569	Roville aux Chênes Lycée	48.377427	6.607574
7014040	Acton Central	51.507192	-0.262691
8085295	Vellmar-Osterberg/EKZ	51.354258	9.460796
7026030	Brinnington	53.430128	-2.132367
5103670	Nasielsk	52.571155	20.76892
8103306	Seebenstein	47.703955	16.146792
8570216	Villars-Tiercelin, Fontaines	46.626337	6.703876
8588888	Schaffhausen, Logierhaus	47.724288	8.63039
5473151	Slavetin u Breznice	49.521699	13.895741
8501707	Villars-sur-Ollon, La Roche	46.292145	7.068838
8600657	Charlottenlund	55.751853	12.572421
8007281	Karlsruhe Hagsfeld	49.026933	8.453896
8579314	Crassier, Ancienne Gare	46.373228	6.16597
5475984	Pustovety	50.055119	13.815827
8744259	Baraque Lortal	44.30934	2.128348
8595217	Bussigny VD, Vallon	46.543888	6.553154
8746290	Angers Université	47.519757	-0.608362
5102922	Wielen Polnocny	52.90692	16.181149
7034740	Tiverton Parkway	50.910047	-3.361039
8572939	Stans, Pilatuswerke	46.972646	8.381362
8591789	Willisau, Leuenplatz	47.121912	7.992506
8574505	Tiefencastel, Dorf	46.662545	9.577422
8771833	Ranchot	47.15217	5.73109
8130010	Wien Erdberg (U3)	48.190882	16.41512
7056040	St Margarets (Greater London)	51.453481	-0.320636
8102816	Gänserndorf	48.340805	16.741483
8582856	Klosters, Kirchplatz	46.870358	9.8823
8590867	Wädenswil, Reidbach	47.221099	8.684757
8504566	La Tène	47.004774	7.023038
8589240	Lenk, Litte	46.431828	7.466691
8731360	Rochy Conde	49.394187	2.175254
8305023	Reggio Emilia	44.693512	10.643479
5435034	Vratimov	49.768813	18.296805
8079910	Andernach (Schiff)	50.442186	7.40178
8588510	Ettiswil, Surseestrasse	47.151451	8.023142
5104572	Slupia	51.25019	18.042051
8578348	Kaiseraugst, Liebrüti	47.535488	7.731019
8014471	Albbruck	47.592237	8.131776
8501081	Chigny	46.516012	6.47226
1000576	Siuntio	60.14525	24.20288
8587497	Esslingen, Loogarten	47.290891	8.71319
8507753	Blatten (Lötschen), Post	46.419531	7.819509
8718420	Bas Evette	47.679936	6.808456
9400188	Cabanoes	40.576282	-8.485933
8583422	Vulpera, Feriencenter	46.786857	10.284064
7040660	Ffairfach	51.870023	-3.990904
8572462	Bözberg, Sandbrunnen	47.478883	8.134644
8583436	Hofstetten SO, Milchhüsli	47.475827	7.514901
5511759	Selyp	47.739975	19.662752
8590763	Rümlang, Industrie	47.460437	8.521495
8744604	St-Léonard-de-Noblat ville	45.836275	1.49335
7025610	Bamber Bridge	53.726242	-2.664699
8595333	Walchwil, Oberwihel	47.098253	8.518915
8727181	Soissons	49.376667	3.353156
7000140	Wembley Central DC	51.552309	-0.296778
7875060	Karlovac	45.491844	15.550169
8761837	St-Vaury	46.192607	1.769958
5455756	Kamenný Prívoz	49.867973	14.516697
8502584	Uerkheim, Abzw. Neudorf	47.304573	8.009128
8102885	Laa an der Thaya	48.722082	16.40401
2059810	Oborona	52.093064	40.775564
7874901	Novo Selo Rok	46.429428	16.456677
8768133	Ris-Orangis	48.659328	2.414493
8101914	Hart im Innkreis	48.317154	13.416292
8014416	Auggen	47.789946	7.586787
1000284	Alavus	62.618237	23.641072
5517848	Mezötúr	47.00667	20.640491
8575638	Arzo, Bagno Spiaggia	45.87874	8.949183
8005448	Wehretal-Reichensachsen	51.154096	9.985972
8300824	Mussotto	44.714116	8.014962
8589605	St. Gallen, Olma Messen	47.43177	9.381933
8578554	Wattwil, Spital	47.298982	9.085784
8739631	Sceaux-Boessé	48.119715	0.574167
5323612	Lunca Jiului	45.405898	23.365652
8570138	Cuarnens, Moulin-Dessus	46.625492	6.432572
8505557	Morcote SNL	45.922742	8.917146
7025760	Darwen	53.697225	-2.463314
8016073	Mechterstädt (D)	50.943802	10.521352
8578593	Ebnat, Gemeindehaus	47.260274	9.126747
5100709	Milobadz	54.140896	18.746868
7602103	Drangedal	59.081611	9.112194
8048720	Staufen (Brsg) Süd	47.877635	7.72968
8065538	Nünchritz	51.302813	13.391392
8587531	Seewen SZ, Bienenheimstrasse	47.032514	8.635181
8600634	Dybboelsbro	55.664847	12.559899
5434494	Ostravice Zastavka	49.535516	18.393484
8006176	Arnsdorf(b Dresden)	51.092807	13.982208
8712406	La Croix-Blanche (F)	44.294778	0.693167
8102858	Wien Praterkai	48.198667	16.439697
5473845	Kout na Sumave	49.396471	13.012739
5108571	Ludwikowice-Klodzkie	50.619471	16.481883
7056390	Wanborough	51.241767	-0.669372
7010740	Atherstone	52.574958	-1.55107
5615183	Tisovec	48.690548	19.939908
8102252	Pflach	47.513761	10.718926
8727911	Domfront-Domelien	49.603052	2.527254
8578963	Münsingen, Aarweg	46.874322	7.549374
5283003	Chernograd	42.731113	27.070924
8099093	St. Augustin Markt	50.776657	7.187891
8516353	Baldegg Kloster	47.180612	8.280575
5453350	Vermerovice	50.00896	16.542363
5504663	Sümeg	46.976467	17.222253
7404801	Älmhult	56.5473	14.158127
8091310	Eschwege Niederhone	51.196291	10.008068
8504991	Tschugg, Post	47.025422	7.077162
8047358	Wesenberg	53.286705	12.962741
8588700	Baar, Arbach	47.17583	8.529585
8593526	Langenthal, Blumenstrasse	47.205889	7.784964
8308112	Corchiano	42.350186	12.340022
5103935	Zyczyn	51.647783	21.759306
8574106	Platz, Gaismoos	47.446126	9.622224
8099041	Niesky Horkaer Strasse	51.29297	14.825531
8307410	Rocca di Corno	42.383887	13.143505
8101439	Oberland OÖ	47.903452	14.750399
8576328	Adelboden, Brügge	46.476298	7.562292
5502220	Porpác	47.2379	16.829298
7040940	Manorbier	51.658534	-4.789398
8503260	Linthal Braunwaldbahn (Talst.)	46.928536	9.002319
8578195	Muttenz, Fachhochschule	47.534661	7.638197
8001178	Radbruch	53.317458	10.291327
5101223	Elk Szyba Wschod	53.801311	22.372775
8011443	Gräveneck	50.451903	8.250758
8010416	Bochum-Ehrenfeld	51.472314	7.209717
7087080	Connel Ferry	56.448167	-5.384035
7110409	Arevalo	41.065214	-4.71797
8506277	Schwende	47.300024	9.435626
8530541	Mitteltälli	46.80942	9.918868
5101763	Dziemiany Kaszubskie	54.010984	17.778083
8101910	Ried im Innkreis Bad	48.21323	13.479136
7084720	East Garforth	53.790838	-1.370621
7873505	Velika	45.451627	17.669098
8101731	Kimpling	48.266302	13.670633
8600425	Rejsby	55.230002	8.732175
5453786	Kmetineves	50.304993	14.158504
7400155	Anneberg	57.537435	12.102527
8021019	Ostbevern (D)	52.070114	7.809288
8572349	Waldenburg, Revue Thommen	47.381143	7.746687
8002394	Füssen	47.570501	10.69781
5453833	Dvorisko	49.984698	16.191801
8582494	Frauenfeld, Alterszentrum Park	47.552756	8.889612
7600376	Holmlia	59.776414	10.825637
8002167	Türkenfeld	48.104721	11.077272
8509721	Flims, Bargis	46.854052	9.326667
8577168	Inwil, Pannerhof	47.122038	8.347149
8582956	Frauenfeld, Osterhalden West	47.562878	8.86855
8026332	Köfering	48.931719	12.208744
7151100	Sevilla San Bernardo	37.376005	-5.962077
8595575	Rankweil, Bahnhof (A)	47.271286	9.637946
8008384	Meinerzhagen	51.108026	7.633684
8502378	Rothrist, Sennhof-Dörfli	47.30558	7.888969
8505481	Coglio	46.269393	8.682932
8507456	Birg (Schilthornbahn)	46.56183	7.857794
8506792	Steinfluh	47.272949	9.290126
8574060	Haslen AI, List	47.363632	9.368261
8572971	Gunzwil, Hasenhusen	47.203561	8.15647
5102810	Swiebodzin	52.243103	15.542394
7402984	Nynäshamn	58.914744	17.951745
5613041	Ruzomberok	49.084509	19.306959
8761167	Grisolles	43.82261	1.302914
8772350	Crépieux-la-Pape	45.801945	4.88303
2054190	Artezian	46.698421	44.896633
8747306	Caulnes	48.285961	-2.157833
8577677	Pont (Veveyse), Perey-Martin	46.593436	6.85734
5104302	Rostarzewo	52.135025	16.207218
8575972	Stäfa, Schützenhaus Wanne	47.254647	8.720822
7068120	Broxbourne	51.745775	-0.011092
8575354	Ponte Capriasca, Crano	46.0575	8.950055
2005000	Bologoe-Moskovkoe	57.899682	34.033699
7086410	Georgemas Junction	58.511479	-3.456451
8573886	Näfels, Freulerpalast	47.099916	9.062654
5454103	Nová Ves u Lestiny	49.782692	15.402503
5511346	Csincse	47.885816	20.762115
7400675	Derome	57.247353	12.313387
2339120	Chisinau	47.01788	28.858456
8717444	Saint-Hilaire-au-Temple	49.053973	4.376874
8143758	Lutzmannsdorf/Mur	47.102082	14.074042
8589763	Littau, Rönnimoosrain	47.051949	8.277267
5475012	Radosovice	49.232184	13.903094
7182100	Soria	41.749293	-2.481535
8715815	Ferney Lycée	46.252988	6.116269
5105964	Krosnice	51.470983	17.372705
8571732	Utzigen, Pflege-und Altersheim	46.962237	7.561573
5474633	Kasejovice Zastavka	49.460321	13.730348
5476054	Zloukovice	50.015405	13.955816
8573525	Turbenthal,Strandbad Bichelsee	47.455691	8.899051
5433915	Hrusky Zastavka	48.78747	16.985863
5453673	Moravany	50.00149	15.943555
8101834	Grünau im Almtal	47.853329	13.9516
5104562	Pieczyska	51.285194	18.220127
5456770	Jaromer	50.340931	15.913199
5613220	Strba Zastavka	49.064077	20.077173
5473502	Sevetín	49.098002	14.577572
7000049	Filton Abbey Wood	51.503174	-2.563822
8088756	Berlin Julius Leber-Brücke	52.486189	13.360918
5232046	Tazha	42.62771	25.090826
8581079	Menziken, Spital	47.2459	8.189271
8758633	Fleurance	43.850414	0.663979
8004279	Lampertswalde	51.308476	13.680377
8013778	Stubben	53.405453	8.780429
5107015	Rzeczyce Slaskie	50.3566	18.567533
5614950	Gelnica	48.859392	20.951338
8504717	Herrenschwanden, Dorf	46.979029	7.417772
8505737	Saas-Almagell, Zermeiggern	46.083326	7.958437
8576571	Fahrni b. Thun, Lood	46.796017	7.662944
5380438	Stefan cel Mare	44.421346	27.66423
8590489	Au ZH, Alte Landstrasse	47.247222	8.634669
8101038	Markersdorf an der Pielach	48.193606	15.499021
8022435	Stockheim(Unterfr)	50.460128	10.270373
8579958	Lauterbrunnen, Lochbrücke	46.606731	7.905338
8507744	Vorderfultigen, Käserei	46.837646	7.424217
8101599	Linz/Donau Franckstrasse	48.290995	14.312481
5353071	Saline	46.276072	26.591691
7048260	Lydney	51.71629	-2.524548
5544321	Vegegyhaza alsó	46.34244	20.862866
8883212	Ecaussinnes	50.567325	4.158868
8505558	Porto Ceresio SNL	45.903937	8.900669
8747385	Lancerf	48.761518	-3.118277
8570326	St-Aubin NE, Les Charrières	46.89391	6.768014
8029536	Urbach (b Schorndorf)	48.804918	9.574572
8311777	Reggio di Calabria Gallico	38.16364	15.650201
5613780	Cerhov	48.459858	21.644002
8040608	Bruchsal Schlossgarten	49.131442	8.594056
5511429	Taktaharkány	48.091875	21.130448
5433332	Lomnice u Rymarova	49.871551	17.421831
5314269	Chiriacu	43.980002	25.774896
7081850	Scarborough	54.277227	-0.405368
7054370	Sydenham	51.426244	-0.054753
9418275	Seixas	41.896222	-8.819388
5227304	Aleksandrovo	43.268461	24.939627
8600501	Middelfart	55.501621	9.734661
8576064	Stäfa, Obstgarten	47.241145	8.730359
5616490	Vaniskovce	49.171462	21.289377
8571932	Saignelégier, La Neuvevie	47.252067	7.012269
8010112	Dortmund-Lütgendortmund	51.50054	7.333966
8759061	Choisy le roi noctilien	48.76087	2.414169
7055090	Fratton	50.794878	-1.070947
8530690	Greich	46.367151	8.039682
5100027	Szczecin Glowny	53.418793	14.550299
8102117	Bad Gastein	47.119773	13.145555
8600678	Birkeroed	55.840559	12.4232
8749114	Jonzac	45.438511	-0.4419
8010558	Dortmund West	51.509655	7.438933
8023702	Dessau-Mosigkau	51.814075	12.148543
8582625	Einsiedeln, Kornhausstrasse	47.11917	8.736265
7404636	Västra Bodarne	57.893371	12.48589
8102830	Helmahof	48.308371	16.583623
5456195	Ledec nad Sázavou	49.698553	15.269472
8504902	Vesin, village	46.80844	6.873332
8103657	Villach Warmbad	46.590326	13.834182
8501111	Essert-Pittet	46.727663	6.580661
8575579	Castel S.Pietro,Pte Loverciano	45.863216	9.003002
8570257	Giez, La Croix	46.811892	6.612644
5473312	Zliv	49.064077	14.364726
8060919	Herrenberg-Zwerchweg	48.58497	8.86766
8748533	Marigny (F)	46.19783	-0.432857
8771883	Mouchard	46.975154	5.804334
5613046	Sekule	48.605267	17.019079
8079938	Porz(Rhein) (Schiff)	50.88468	7.053754
7151111	Bellavista (E)	37.321558	-5.964459
8300157	Candia Canavese	45.329113	7.888456
8863156	Lustin	50.374713	4.875497
8571041	Visp, Hohlegasse	46.292136	7.87606
8088761	Uphusum	54.838621	8.863534
8504477	Finsterhennen	47.029818	7.178839
7404050	Taberg	57.675428	14.077314
5103337	Cienin Koscielny	52.269963	18.010984
8589758	Littau, Gasshof	47.049001	8.260385
5256025	Dubnica Spirka	42.266281	23.141578
2001300	Belomorsk	64.524345	34.766401
8577453	Schwyz, Stoosbahn	46.991982	8.66854
8583628	Samnaun-Compatsch, Kirche	46.960151	10.403126
5382890	Targusor Dobrogea	44.462543	28.417823
8101581	Summerau	48.557355	14.45095
7115009	Sahagun	42.38137	-5.033914
8504304	Sonceboz-Sombeval	47.195138	7.168753
7875406	Moravice	45.425513	15.016722
7216808	Novi Sad	45.26501	19.832585
8006200	Ottendorf-Okrilla Nord	51.196246	13.834731
7045350	Spring Road	52.444254	-1.836936
8575167	Gudo, Progero	46.174188	8.94281
8021466	Beelen	51.929316	8.116153
8580886	Andeer, Heilbad	46.605068	9.426825
5238029	Dropla (km 61.300)	42.908956	27.192773
8101184	Hall in Tirol	47.277075	11.501347
8577966	Selzach, Haag	47.199507	7.440767
8530346	Mägisalp	46.749318	8.236995
7060740	Brookmans Park	51.718357	-0.205601
8400217	Enschede de Eschmarke	52.221133	6.951097
8099089	Bonn-Vilich	50.75092	7.129335
5433604	Bolatice	49.961703	18.072237
5435956	Ríkovice	49.375805	17.454067
8029383	Böblingen	48.687761	9.004126
8581008	Ruggell, Limsenegg	47.235788	9.538507
7215714	Brodarevo	43.237556	19.742235
5501057	Biatorbágy	47.503513	18.79105
5104267	Stare Bojanowo	51.996349	16.587165
9469179	Oeiras	38.688484	-9.318793
7050950	Blackheath	51.464898	0.007874
8002039	Hoppingen	48.803821	10.653197
8587752	Möriken AG, Züriacker	47.415752	8.184174
5614150	Pekna Vyhliadka	49.139739	20.230106
8571600	Gadmen, Hopflauenen	46.71595	8.278669
7873004	Virovitica Grad	45.825632	17.385677
5106746	Glogowek	50.346127	17.875445
8152084	St.Pantaleon-Reith	48.00148	12.884238
8049102	Schwieberdingen	48.870575	9.071392
8300177	Morano sul Po	45.170003	8.366251
8738156	Gargenville	48.981861	1.808521
8575807	Muggio, Bivio Casiroli	45.91956	9.034275
8591475	Corzoneso Piano, Scaradra	46.444962	8.942576
5102045	Gluchowo (PL)	53.202315	18.543011
8589069	Hasle b.B., Eisbahnweg	47.016568	7.651582
8740705	Avricourt Rue de Lorraine	48.6466	6.815468
8711793	Montigny-les-Monts mairie	48.099345	3.949851
7075030	Blaydon	54.964992	-1.710683
8892403	Kortemark	51.024201	3.043298
8008321	Leimstruth	50.991328	8.313934
8016440	Gangloffsömmern	51.191473	10.954857
8576062	Stäfa, Dorf	47.239392	8.734962
7943652	Sredisce	46.388941	16.279311
7023550	Freshfield	53.566378	-3.071182
8577840	Alterswil FR, Geriwil	46.791595	7.267508
8773420	Issoire	45.546544	3.2568
5105609	Jelenia Góra Cieplice	50.869587	15.689916
8570814	Zizers, Tennishalle	46.919439	9.557034
8590312	Wettingen, Winkelried	47.46833	8.320999
8748143	Gorges	47.098513	-1.305584
8764528	Vendes	45.297057	2.390582
5433622	Hostasovice	49.516917	18.016522
8739350	Petit-Jouy-les-Loges	48.772278	2.148484
5354439	Suceava Vest	47.644051	26.242461
8502985	Gebenstorf, Gemeindehaus	47.487881	8.244465
8507481	Mülenen	46.637924	7.691134
8003365	Berlin-Adlershof	52.435031	13.541125
5475032	Strunkovice nad Volynkou	49.204147	13.885826
5106528	Kepa	50.649792	22.039698
8578122	Inkwil, Bahnhof	47.196487	7.672625
8102740	Auersthal	48.366604	16.643554
8717127	Reims-Maison-Blanche	49.234881	4.01771
7058490	Thornford	50.913481	-2.585324
8588559	Bellach, Franziskanerhof	47.212407	7.513579
8502160	Gränichen	47.361664	8.098777
5100675	Jurata	54.688393	18.715352
5614913	Ceske Brezovo	48.479418	19.803334
5229701	Devnja	43.227156	27.582042
8576936	Melchnau, Oberdorf	47.17832	7.854198
8022629	Obernburg-Elsenfeld	49.840736	9.154218
8574364	Schaan, Bendererstr./Hilcona	47.175515	9.509355
5107188	Janinow	51.057165	18.603086
1000261	Pihlajavesi	62.3314	24.405488
8025192	Wehr(Mosel)	49.586161	6.376974
8306424	Il Neto	43.839726	11.182733
5475505	Konstantinovy Lazne	49.884909	12.975641
8573436	Trüllikon, Kindergarten	47.637866	8.685143
8714120	Einvaux	48.503168	6.390647
5102626	Panowice	52.360538	15.734871
8028026	Gransee	53.001073	13.16712
8577501	Oberiberg, Wandli	47.01895	8.751124
8588430	Uetikon am See, Tramstrasse	47.265785	8.677359
8761182	Brax-Léguevin	43.615661	1.232448
5513821	Kisújszállás	47.224452	20.749413
7072970	Roughton Road	52.915577	1.302312
8595121	Bulle, Industrie	46.623406	7.032728
7059120	Redbridge	50.916951	-1.467704
8587583	Küssnacht am Rigi, Ellbögli	47.106199	8.449671
8583349	Courgenay, Noires Terres	47.410241	7.098269
1010627	Vantaa Veromiehen Talue	60.308953	24.949263
5457209	Jablonné v Podjestedí	50.769753	14.756799
8582639	Martigny, Place de Rome	46.10481	7.075885
8775356	Carry le Rouet	43.338164	5.150054
5454859	Pocerady	50.413708	13.686283
8301034	Canegrate	45.569232	8.926603
8731489	St-Satur Place du Marché	47.346508	2.828851
8744929	Muret Mermoz	43.484751	1.345568
8579322	St. Niklaus VS, Biffig	46.156066	7.794591
8831401	Diest	50.994447	5.05431
7876406	Zitnic	43.832058	16.145848
7076410	Seaburn	54.928046	-1.385336
5104128	Leszno Gorne	51.464026	15.6174
7062100	Thornton Abbey	53.653106	-0.323225
8576689	Wasen i.E., Bahnhof	47.043544	7.791723
8580435	Kloten, Mühle	47.450108	8.591925
8101235	Frastanz	47.221612	9.637865
8798180	Paris CDG Fret Centre	48.986751	2.575211
8044426	Wolgast	54.043948	13.769083
7404403	Vallakra	55.970363	12.849549
8591554	Losone, Via Cesura	46.167474	8.761588
8896735	Poperinge	50.852112	2.742815
5473482	Hluboká nad Vltavou-Zámostí	49.050422	14.469477
8504786	Crêt-près-Semsales, église	46.609311	6.910061
8821857	Booischot	51.038449	4.770098
8502884	Obfelden, Toussen	47.264535	8.431126
7074520	Pitsea	51.557765	0.507243
8102481	Spitz/Donau	48.365633	15.418819
8570364	Villars-le-Comte, poste	46.71035	6.798928
8034676	Unterjesingen-Sandäcker	48.523304	8.98826
7014550	Watford High Street	51.651136	-0.39228
7600533	Askim	59.586903	11.179245
8019351	Kirchheim(Weinstr)	49.537161	8.181451
5261002	Herakovo	42.814182	23.097665
8023138	Zahna	51.919968	12.781213
8501454	Fayot	46.21206	6.899517
8744686	Villenouvelle Vieille halle	43.440218	1.651677
8883311	Enghien/Edingen	50.694127	4.037765
5454232	Rychnov u Jablonce nad Nisou	50.683124	15.146868
8587374	Baar, Kantonsspital	47.194815	8.519283
7054770	Penshurst	51.194538	0.171559
8761516	Limoux	43.056424	2.222798
8577027	Schönbühl, Platane	47.018734	7.50299
8590982	Winterthur, Palmstrasse	47.500628	8.737568
8574116	Zelg (Wolfhalden), Gemsli	47.453264	9.575426
8132708	Flachauwinkl Sunshine Shuttle	47.297499	13.390232
8587238	Givisiez, Mont Carmel	46.811775	7.137021
5331140	Mureni	46.202064	25.03236
7097740	Newton (Lanarkshire)	55.815695	-4.134157
8577746	La Roche FR, Le Zible	46.700012	7.14432
7000009	Bloxwick North	52.625324	-2.017476
5457280	Královec	50.67266	15.970936
8824158	Hoboken-Polder	51.183185	4.349152
8002309	Kempten (Allgäu) Ost	47.731291	10.332048
8714173	Bulligny-Crézilles	48.576646	5.848966
8798561	Lognes Collège du Segrais	48.835157	2.652599
8011408	Kirch-Göns	50.473369	8.666868
7400968	Fristad	57.814518	13.027796
5434152	Myslechovice	49.676709	17.047134
8799705	Quincy-sous-Senart	48.670852	2.538149
8002290	Ebenhofen	47.814819	10.61848
8044401	Bansin Seebad	53.964384	14.129379
8588009	Herrliberg, Tennisplätze	47.290712	8.615774
8103131	Ternitz	47.712279	16.036378
5107790	Libiaz	50.11301	19.321333
5214005	Konstantinovo	42.019356	25.790681
8502164	Gontenschwil	47.280401	8.144793
8502690	Baden, Sonnmatt	47.46868	8.298814
5474132	Petrikov	48.843257	14.757168
8506190	Bussnang	47.556082	9.084139
8575645	Meride, Campeggio	45.887549	8.950829
8131468	Alpbach Inneralpbach	47.37495	11.960201
8581756	Odogno, Piana	46.080395	8.969436
5100363	Swidwin	53.779036	15.78397
8200912	Belval-Redange	49.502849	5.924187
7051090	Knockholt	51.344559	0.131179
8024166	Gatersleben	51.828107	11.291359
8575181	Carasso	46.203502	9.015407
5473495	Hroznetin Zastavka	50.313272	12.861298
7872502	Lipovljani	45.388549	16.881472
